"date","time","Sensor 1","Sensor 2","Sensor 3"
"20110206","0004","0.766188724897802","13.672395166941","9.50670145452023"
"20110206","0005","0.013038428965956","10.3266457328573","19.1707877628505"
"20110206","0006","0.983633408788592","11.9794678990729","27.1010053530335"
"20110206","0007","0.895031364634633","7.27157066576183","21.374156717211"
"20110206","0008","0.799121988471597","11.2584958435036","31.4335467480123"
"20110206","0009","0.143853411544114","6.88995422096923","2.26606089621782"
"20110206","0010","0.4139449079521","1.69417007127777","21.7810257524252"
"20110206","0011","0.193425355944782","23.4353098087013","27.2457091882825"
"20110206","0012","0.866170022636652","6.0400539310649","3.29377628862858"
"20110206","0013","0.201964802574366","22.0539878122509","1.14620910957456"
"20110206","0014","0.534737650305033","14.2526818206534","7.72397572174668"
"20110206","0015","0.811684110201895","21.4207196026109","36.1636249534786"
"20110206","0016","0.159477007109672","6.28711876925081","38.6826694570482"
"20110206","0017","0.0965559729374945","11.2957216915675","9.87398814409971"
"20110206","0018","0.792168634012341","12.1968530351296","31.1792179010808"
"20110206","0019","0.86964558949694","3.41542714741081","31.6083221137524"
"20110206","0020","0.541766323614866","24.9095600913279","36.4559182152152"
"20110206","0021","0.640557355247438","23.6577705014497","13.3109139092267"
"20110206","0022","0.687947760336101","4.11110413260758","24.3646304495633"
"20110206","0023","0.705490895546973","21.5888032340445","10.8036598563194"
"20110206","0024","0.394655966665596","1.574402814731","37.4831586331129"
"20110206","0025","0.200344116892666","6.99457417940721","30.7845619879663"
"20110206","0026","0.789773289579898","20.8873675903305","13.4317911788821"
"20110206","0027","0.648742964491248","0.268190132919699","26.884829364717"
"20110206","0028","0.859765317756683","3.02974756341428","10.7967114634812"
"20110206","0029","0.86044637998566","24.8173166997731","13.9117158576846"
"20110206","0030","0.218133345246315","6.90857283771038","0.701725408434868"
"20110206","0031","0.699107963591814","16.5243933675811","3.4671095199883"
"20110206","0032","0.624321992043406","12.7347237779759","3.09907821938396"
"20110206","0033","0.216806854121387","20.8133770967834","23.5771668888628"
"20110206","0034","0.555711736436933","14.1545182443224","34.0313626267016"
"20110206","0035","0.110816116444767","24.9244516948238","1.89561620354652"
"20110206","0036","0.110462297219783","14.9449263000861","0.0272424891591072"
"20110206","0037","0.871502765454352","1.94687774637714","21.368383448571"
"20110206","0038","0.0702834445983171","14.7321517230012","32.2275260090828"
"20110206","0039","0.384632821194828","1.72836506972089","37.0085611194372"
"20110206","0040","0.848413216415793","24.7699804254808","0.976838897913694"
"20110206","0041","0.501338653732091","14.8660944658332","8.44089413061738"
"20110206","0042","0.733645645435899","6.53387232450768","22.2041752003133"
"20110206","0043","0.430797338020056","4.91515848552808","4.29268913343549"
"20110206","0044","0.279364845715463","24.2538182530552","19.23898473382"
"20110206","0045","0.480078057851642","13.3382130996324","7.95122714713216"
"20110206","0046","0.51141095906496","6.78696410031989","5.86093638092279"
"20110206","0047","0.243249014951289","19.5935255498625","13.5561952739954"
"20110206","0048","0.921664614230394","2.48017359990627","26.1170174926519"
"20110206","0049","0.603844561614096","4.6650345204398","24.3649457208812"
"20110206","0050","0.00315327337011695","19.741467712447","30.4416187293828"
"20110206","0051","0.935251445975155","13.8053212082013","33.9427002891898"
"20110206","0052","0.773546390701085","9.3414347502403","4.21071901917458"
"20110206","0053","0.0989818722009659","11.1059852410108","18.5512158088386"
"20110206","0054","0.737950039561838","23.6935682711191","29.2735222354531"
"20110206","0055","0.512262457981706","4.80953680817038","19.6158652193844"
"20110206","0056","0.477613870985806","5.40498745394871","27.8860677033663"
"20110206","0057","0.0873944368213415","23.9049551426433","15.9723484702408"
"20110206","0058","0.60305732768029","3.79792063031346","19.076991379261"
"20110206","0059","0.743869815487415","10.9435052610934","1.25331604853272"
"20110206","0100","0.821444541681558","6.41751169459894","13.0174192599952"
"20110206","0101","0.0705820196308196","8.96281049354002","32.9073096811771"
"20110206","0102","0.654967534355819","4.72862605238333","27.2871978767216"
"20110206","0103","0.244638741482049","18.9639643649571","38.614056520164"
"20110206","0104","0.0238180258311331","5.16887654084712","18.3055029995739"
"20110206","0105","0.336013350170106","3.78539536613971","33.5317977890372"
"20110206","0106","0.195718619506806","1.94040181813762","5.63249951228499"
